respondent_id,option
29,Vinícola / Produtor
30,Região de origem
30,Variedade
30,"Recomendação (amigos, especialistas, avaliações)"
30,"Descrição sensorial (aroma, sabor estilo)"
31,Preço
31,Região de origem
31,Variedade
31,Vinícola / Produtor
31,Promoções ou descontos
31,Design e informação do rótulo
31,Curiosidade ou interesse por novos produtos
32,Variedade
33,Preço
33,Variedade
33,"Recomendação (amigos, especialistas, avaliações)"
33,Promoções ou descontos
33,Design e informação do rótulo
33,Curiosidade ou interesse por novos produtos
34,"Descrição sensorial (aroma, sabor estilo)"
35,Preço
35,Região de origem
35,Variedade
35,Vinícola / Produtor
35,"Recomendação (amigos, especialistas, avaliações)"
35,"Descrição sensorial (aroma, sabor estilo)"
35,Promoções ou descontos
35,Curiosidade ou interesse por novos produtos
36,Preço
36,Variedade
36,Vinícola / Produtor
36,"Recomendação (amigos, especialistas, avaliações)"
36,Promoções ou descontos
36,Design e informação do rótulo
36,Práticas sustentáveis e/ou impacto ambiental
36,Curiosidade ou interesse por novos produtos
37,Preço
37,Região de origem
37,Vinícola / Produtor
38,Preço
38,Promoções ou descontos
38,Curiosidade ou interesse por novos produtos
39,Preço
39,"Recomendação (amigos, especialistas, avaliações)"
40,Região de origem
41,Vinícola / Produtor
42,Variedade
42,"Descrição sensorial (aroma, sabor estilo)"
42,Design e informação do rótulo
42,Práticas sustentáveis e/ou impacto ambiental
42,Curiosidade ou interesse por novos produtos
43,Preço
43,Região de origem
43,"Recomendação (amigos, especialistas, avaliações)"
43,"Descrição sensorial (aroma, sabor estilo)"
43,Curiosidade ou interesse por novos produtos
44,Região de origem
44,Variedade
44,Vinícola / Produtor
45,Preço
45,Região de origem
45,Variedade
45,Vinícola / Produtor
45,"Recomendação (amigos, especialistas, avaliações)"
46,Preço
46,Região de origem
46,Variedade
46,"Recomendação (amigos, especialistas, avaliações)"
46,Promoções ou descontos
47,Região de origem
47,"Recomendação (amigos, especialistas, avaliações)"
47,Promoções ou descontos
47,Curiosidade ou interesse por novos produtos
48,Preço
48,Região de origem
48,Variedade
48,Vinícola / Produtor
48,Promoções ou descontos
49,Preço
49,Região de origem
49,Variedade
49,Vinícola / Produtor
49,"Descrição sensorial (aroma, sabor estilo)"
49,Promoções ou descontos
49,Design e informação do rótulo
49,Curiosidade ou interesse por novos produtos
50,Preço
50,Vinícola / Produtor
50,"Descrição sensorial (aroma, sabor estilo)"
51,Preço
51,Variedade
51,"Recomendação (amigos, especialistas, avaliações)"
51,Promoções ou descontos
51,Curiosidade ou interesse por novos produtos
52,Região de origem
52,"Recomendação (amigos, especialistas, avaliações)"
52,"Descrição sensorial (aroma, sabor estilo)"
52,Design e informação do rótulo
52,Curiosidade ou interesse por novos produtos
53,"Recomendação (amigos, especialistas, avaliações)"
54,Preço
54,Região de origem
54,Variedade
54,"Descrição sensorial (aroma, sabor estilo)"
54,Curiosidade ou interesse por novos produtos
55,Preço
55,Variedade
55,Promoções ou descontos
56,"Recomendação (amigos, especialistas, avaliações)"
56,"Descrição sensorial (aroma, sabor estilo)"
56,Curiosidade ou interesse por novos produtos
57,Preço
57,Região de origem
57,Variedade
57,Vinícola / Produtor
57,Promoções ou descontos
58,Preço
58,Região de origem
58,Variedade
58,Vinícola / Produtor
58,"Recomendação (amigos, especialistas, avaliações)"
58,Promoções ou descontos
58,Práticas sustentáveis e/ou impacto ambiental
58,Curiosidade ou interesse por novos produtos
59,Preço
59,Vinícola / Produtor
59,"Recomendação (amigos, especialistas, avaliações)"
59,Promoções ou descontos
59,Curiosidade ou interesse por novos produtos
60,Preço
60,Região de origem
60,Variedade
60,Vinícola / Produtor
60,"Recomendação (amigos, especialistas, avaliações)"
60,"Descrição sensorial (aroma, sabor estilo)"
60,Promoções ou descontos
60,Curiosidade ou interesse por novos produtos
61,Preço
61,Variedade
61,"Recomendação (amigos, especialistas, avaliações)"
61,"Descrição sensorial (aroma, sabor estilo)"
61,Curiosidade ou interesse por novos produtos
62,Preço
62,Variedade
62,"Recomendação (amigos, especialistas, avaliações)"
62,"Descrição sensorial (aroma, sabor estilo)"
62,Design e informação do rótulo
63,Preço
63,Região de origem
63,Variedade
63,Vinícola / Produtor
63,"Descrição sensorial (aroma, sabor estilo)"
63,Curiosidade ou interesse por novos produtos
64,Preço
64,Variedade
64,"Recomendação (amigos, especialistas, avaliações)"
64,"Descrição sensorial (aroma, sabor estilo)"
64,Curiosidade ou interesse por novos produtos
65,Preço
65,Variedade
66,Região de origem
66,Variedade
66,Vinícola / Produtor
66,Curiosidade ou interesse por novos produtos
67,Preço
67,Região de origem
67,Variedade
67,Vinícola / Produtor
67,"Recomendação (amigos, especialistas, avaliações)"
67,"Descrição sensorial (aroma, sabor estilo)"
67,Promoções ou descontos
67,Design e informação do rótulo
67,Práticas sustentáveis e/ou impacto ambiental
67,Curiosidade ou interesse por novos produtos
68,Preço
68,Região de origem
68,"Recomendação (amigos, especialistas, avaliações)"
68,Promoções ou descontos
69,Preço
69,Variedade
69,"Recomendação (amigos, especialistas, avaliações)"
69,"Descrição sensorial (aroma, sabor estilo)"
69,Promoções ou descontos
69,Design e informação do rótulo
70,Preço
70,Variedade
70,"Descrição sensorial (aroma, sabor estilo)"
70,Promoções ou descontos
71,Preço
71,"Recomendação (amigos, especialistas, avaliações)"
72,Preço
72,Região de origem
72,Variedade
72,Vinícola / Produtor
72,Promoções ou descontos
72,Design e informação do rótulo
72,Práticas sustentáveis e/ou impacto ambiental
72,Curiosidade ou interesse por novos produtos
73,Preço
73,Região de origem
73,Variedade
73,Vinícola / Produtor
73,"Recomendação (amigos, especialistas, avaliações)"
73,"Descrição sensorial (aroma, sabor estilo)"
73,Promoções ou descontos
73,Curiosidade ou interesse por novos produtos
74,Preço
74,Variedade
74,"Recomendação (amigos, especialistas, avaliações)"
75,"Recomendação (amigos, especialistas, avaliações)"
75,Promoções ou descontos
75,Design e informação do rótulo
75,Curiosidade ou interesse por novos produtos
76,Preço
76,Região de origem
76,Variedade
76,Vinícola / Produtor
76,"Recomendação (amigos, especialistas, avaliações)"
76,Promoções ou descontos
77,Preço
77,Região de origem
77,Variedade
77,Vinícola / Produtor
77,"Recomendação (amigos, especialistas, avaliações)"
77,"Descrição sensorial (aroma, sabor estilo)"
77,Promoções ou descontos
77,Design e informação do rótulo
78,Preço
78,"Recomendação (amigos, especialistas, avaliações)"
78,"Descrição sensorial (aroma, sabor estilo)"
78,Promoções ou descontos
79,Preço
79,"Recomendação (amigos, especialistas, avaliações)"
79,"Descrição sensorial (aroma, sabor estilo)"
79,Design e informação do rótulo
79,Curiosidade ou interesse por novos produtos
80,Preço
80,Variedade
80,Promoções ou descontos
81,Preço
81,"Recomendação (amigos, especialistas, avaliações)"
81,"Descrição sensorial (aroma, sabor estilo)"
81,Design e informação do rótulo
81,Curiosidade ou interesse por novos produtos
82,Preço
82,"Recomendação (amigos, especialistas, avaliações)"
82,"Descrição sensorial (aroma, sabor estilo)"
82,Design e informação do rótulo
82,Curiosidade ou interesse por novos produtos
83,Preço
83,Região de origem
83,Variedade
83,"Descrição sensorial (aroma, sabor estilo)"
83,Promoções ou descontos
83,Design e informação do rótulo
83,Curiosidade ou interesse por novos produtos
84,Preço
84,Região de origem
84,Variedade
84,Vinícola / Produtor
84,Promoções ou descontos
85,Preço
85,"Recomendação (amigos, especialistas, avaliações)"
85,Promoções ou descontos
85,Curiosidade ou interesse por novos produtos
86,Preço
86,Região de origem
86,Variedade
86,Vinícola / Produtor
86,"Descrição sensorial (aroma, sabor estilo)"
86,Promoções ou descontos
87,Preço
87,Variedade
87,Vinícola / Produtor
87,Curiosidade ou interesse por novos produtos
88,Preço
88,"Descrição sensorial (aroma, sabor estilo)"
89,Preço
89,"Recomendação (amigos, especialistas, avaliações)"
89,"Descrição sensorial (aroma, sabor estilo)"
89,Design e informação do rótulo
89,Curiosidade ou interesse por novos produtos
90,Preço
90,"Descrição sensorial (aroma, sabor estilo)"
91,Preço
91,Região de origem
91,Variedade
91,Vinícola / Produtor
91,Práticas sustentáveis e/ou impacto ambiental
92,Preço
92,Região de origem
92,Variedade
92,"Recomendação (amigos, especialistas, avaliações)"
92,Promoções ou descontos
92,Design e informação do rótulo
93,Região de origem
93,Variedade
93,"Recomendação (amigos, especialistas, avaliações)"
93,Design e informação do rótulo
94,Preço
94,Variedade
94,Vinícola / Produtor
94,"Recomendação (amigos, especialistas, avaliações)"
94,Curiosidade ou interesse por novos produtos
95,Preço
95,Design e informação do rótulo
96,Preço
96,Variedade
96,Vinícola / Produtor
96,Promoções ou descontos
96,Curiosidade ou interesse por novos produtos
97,Preço
97,"Recomendação (amigos, especialistas, avaliações)"
97,Promoções ou descontos
98,Região de origem
98,Variedade
98,Vinícola / Produtor
98,"Recomendação (amigos, especialistas, avaliações)"
98,"Descrição sensorial (aroma, sabor estilo)"
98,Práticas sustentáveis e/ou impacto ambiental
98,Curiosidade ou interesse por novos produtos
99,Preço
99,Região de origem
99,Variedade
99,Vinícola / Produtor
99,"Recomendação (amigos, especialistas, avaliações)"
99,"Descrição sensorial (aroma, sabor estilo)"
100,Preço
100,Variedade
100,Vinícola / Produtor
100,"Recomendação (amigos, especialistas, avaliações)"
100,Promoções ou descontos
100,Curiosidade ou interesse por novos produtos
101,Preço
101,Região de origem
101,"Recomendação (amigos, especialistas, avaliações)"
101,Promoções ou descontos
102,Preço
102,"Recomendação (amigos, especialistas, avaliações)"
102,Design e informação do rótulo
103,Preço
103,"Recomendação (amigos, especialistas, avaliações)"
103,Promoções ou descontos
104,Preço
104,Região de origem
104,Variedade
104,"Recomendação (amigos, especialistas, avaliações)"
104,Promoções ou descontos
104,Design e informação do rótulo
104,Práticas sustentáveis e/ou impacto ambiental
105,Região de origem
105,Variedade
105,"Recomendação (amigos, especialistas, avaliações)"
105,"Descrição sensorial (aroma, sabor estilo)"
106,Preço
106,Região de origem
106,Variedade
106,Vinícola / Produtor
106,"Recomendação (amigos, especialistas, avaliações)"
106,"Descrição sensorial (aroma, sabor estilo)"
106,Promoções ou descontos
106,Design e informação do rótulo
106,Curiosidade ou interesse por novos produtos
107,Preço
107,Região de origem
107,Variedade
107,"Recomendação (amigos, especialistas, avaliações)"
107,Práticas sustentáveis e/ou impacto ambiental
108,Preço
108,Região de origem
108,Variedade
108,"Recomendação (amigos, especialistas, avaliações)"
108,Promoções ou descontos
109,Preço
109,Região de origem
109,Variedade
109,"Descrição sensorial (aroma, sabor estilo)"
109,Promoções ou descontos
110,Preço
110,Variedade
110,"Recomendação (amigos, especialistas, avaliações)"
110,Promoções ou descontos
110,Práticas sustentáveis e/ou impacto ambiental
111,Preço
111,"Recomendação (amigos, especialistas, avaliações)"
111,Promoções ou descontos
111,Curiosidade ou interesse por novos produtos
112,Preço
112,"Recomendação (amigos, especialistas, avaliações)"
112,Promoções ou descontos
113,Preço
113,Região de origem
113,Variedade
113,Vinícola / Produtor
113,"Recomendação (amigos, especialistas, avaliações)"
113,Promoções ou descontos
113,Design e informação do rótulo
113,Práticas sustentáveis e/ou impacto ambiental
113,Curiosidade ou interesse por novos produtos
114,Preço
114,Variedade
114,Vinícola / Produtor
114,"Descrição sensorial (aroma, sabor estilo)"
115,Preço
115,Região de origem
115,Curiosidade ou interesse por novos produtos
116,Preço
116,Região de origem
116,Variedade
116,Vinícola / Produtor
116,"Recomendação (amigos, especialistas, avaliações)"
116,Promoções ou descontos
117,Preço
117,Região de origem
117,Variedade
117,Vinícola / Produtor
117,"Recomendação (amigos, especialistas, avaliações)"
117,"Descrição sensorial (aroma, sabor estilo)"
117,Práticas sustentáveis e/ou impacto ambiental
117,Curiosidade ou interesse por novos produtos
118,Região de origem
118,Variedade
118,"Recomendação (amigos, especialistas, avaliações)"
118,"Descrição sensorial (aroma, sabor estilo)"
118,Curiosidade ou interesse por novos produtos
119,Preço
119,Variedade
119,"Recomendação (amigos, especialistas, avaliações)"
120,Preço
120,Vinícola / Produtor
120,"Recomendação (amigos, especialistas, avaliações)"
120,"Descrição sensorial (aroma, sabor estilo)"
120,Promoções ou descontos
120,Design e informação do rótulo
120,Curiosidade ou interesse por novos produtos
121,Preço
121,Variedade
122,Preço
122,Região de origem
122,Variedade
122,Vinícola / Produtor
122,"Recomendação (amigos, especialistas, avaliações)"
122,"Descrição sensorial (aroma, sabor estilo)"
122,Promoções ou descontos
123,Preço
123,Região de origem
123,"Recomendação (amigos, especialistas, avaliações)"
123,Promoções ou descontos
123,Design e informação do rótulo
123,Curiosidade ou interesse por novos produtos
124,Preço
124,Região de origem
124,"Recomendação (amigos, especialistas, avaliações)"
124,Promoções ou descontos
125,Preço
125,"Recomendação (amigos, especialistas, avaliações)"
125,Promoções ou descontos
125,Design e informação do rótulo
126,Preço
126,Região de origem
126,"Recomendação (amigos, especialistas, avaliações)"
126,Promoções ou descontos
126,Curiosidade ou interesse por novos produtos
127,Preço
127,Região de origem
127,Vinícola / Produtor
127,"Recomendação (amigos, especialistas, avaliações)"
128,Preço
128,Região de origem
128,Variedade
128,"Recomendação (amigos, especialistas, avaliações)"
128,Design e informação do rótulo
128,Curiosidade ou interesse por novos produtos
129,Preço
129,Região de origem
129,Vinícola / Produtor
129,"Recomendação (amigos, especialistas, avaliações)"
129,Design e informação do rótulo
130,Preço
130,Região de origem
130,"Recomendação (amigos, especialistas, avaliações)"
130,Práticas sustentáveis e/ou impacto ambiental
130,Curiosidade ou interesse por novos produtos
131,Preço
131,Região de origem
131,Variedade
131,"Recomendação (amigos, especialistas, avaliações)"
131,"Descrição sensorial (aroma, sabor estilo)"
132,Região de origem
132,Variedade
132,Curiosidade ou interesse por novos produtos
133,Região de origem
133,Vinícola / Produtor
134,Preço
134,"Recomendação (amigos, especialistas, avaliações)"
134,Promoções ou descontos
134,Curiosidade ou interesse por novos produtos
135,Preço
135,Variedade
136,Preço
136,Variedade
136,"Recomendação (amigos, especialistas, avaliações)"
137,Preço
137,Vinícola / Produtor
137,"Recomendação (amigos, especialistas, avaliações)"
137,Design e informação do rótulo
137,Curiosidade ou interesse por novos produtos
138,Variedade
139,Região de origem
139,Variedade
139,"Recomendação (amigos, especialistas, avaliações)"
139,"Descrição sensorial (aroma, sabor estilo)"
139,Curiosidade ou interesse por novos produtos
140,Preço
140,Região de origem
140,Variedade
140,"Recomendação (amigos, especialistas, avaliações)"
140,Curiosidade ou interesse por novos produtos
141,Região de origem
141,Variedade
141,"Recomendação (amigos, especialistas, avaliações)"
141,Promoções ou descontos
142,"Recomendação (amigos, especialistas, avaliações)"
142,"Descrição sensorial (aroma, sabor estilo)"
142,Práticas sustentáveis e/ou impacto ambiental
143,Preço
143,Região de origem
143,Variedade
143,Vinícola / Produtor
143,"Recomendação (amigos, especialistas, avaliações)"
143,"Descrição sensorial (aroma, sabor estilo)"
144,Vinícola / Produtor
144,"Recomendação (amigos, especialistas, avaliações)"
144,"Descrição sensorial (aroma, sabor estilo)"
144,Promoções ou descontos
145,Preço
145,Região de origem
145,Variedade
145,Curiosidade ou interesse por novos produtos
146,Preço
146,Variedade
146,Vinícola / Produtor
146,"Recomendação (amigos, especialistas, avaliações)"
147,Preço
147,Região de origem
147,Promoções ou descontos
147,Práticas sustentáveis e/ou impacto ambiental
148,Preço
148,Região de origem
148,"Descrição sensorial (aroma, sabor estilo)"
148,Promoções ou descontos
148,Design e informação do rótulo
148,Curiosidade ou interesse por novos produtos
149,Preço
149,Região de origem
149,Vinícola / Produtor
149,"Descrição sensorial (aroma, sabor estilo)"
149,Promoções ou descontos
149,Curiosidade ou interesse por novos produtos
150,Preço
150,Região de origem
150,Variedade
150,"Descrição sensorial (aroma, sabor estilo)"
150,Promoções ou descontos
150,Curiosidade ou interesse por novos produtos
151,Região de origem
151,"Recomendação (amigos, especialistas, avaliações)"
151,"Descrição sensorial (aroma, sabor estilo)"
151,Promoções ou descontos
152,"Recomendação (amigos, especialistas, avaliações)"
152,"Descrição sensorial (aroma, sabor estilo)"
152,Promoções ou descontos
152,Design e informação do rótulo
152,Práticas sustentáveis e/ou impacto ambiental
153,Preço
153,Região de origem
153,Variedade
153,Vinícola / Produtor
153,Curiosidade ou interesse por novos produtos
154,"Descrição sensorial (aroma, sabor estilo)"
155,Preço
155,Região de origem
155,Vinícola / Produtor
155,Curiosidade ou interesse por novos produtos
156,Preço
156,Região de origem
156,Vinícola / Produtor
156,Curiosidade ou interesse por novos produtos
157,Região de origem
157,Variedade
157,Promoções ou descontos
158,Região de origem
158,"Recomendação (amigos, especialistas, avaliações)"
158,"Descrição sensorial (aroma, sabor estilo)"
159,Preço
159,Região de origem
159,Variedade
159,"Descrição sensorial (aroma, sabor estilo)"
159,Design e informação do rótulo
159,Curiosidade ou interesse por novos produtos
160,Preço
160,"Recomendação (amigos, especialistas, avaliações)"
161,Preço
161,Variedade
161,"Descrição sensorial (aroma, sabor estilo)"
161,Design e informação do rótulo
162,Preço
162,Vinícola / Produtor
162,"Recomendação (amigos, especialistas, avaliações)"
162,"Descrição sensorial (aroma, sabor estilo)"
163,Vinícola / Produtor
163,"Descrição sensorial (aroma, sabor estilo)"
163,Promoções ou descontos
164,Preço
164,Região de origem
164,Vinícola / Produtor
165,Preço
165,Variedade
165,Promoções ou descontos
166,Preço
166,Vinícola / Produtor
166,"Recomendação (amigos, especialistas, avaliações)"
166,"Descrição sensorial (aroma, sabor estilo)"
166,Promoções ou descontos
166,Práticas sustentáveis e/ou impacto ambiental
166,Curiosidade ou interesse por novos produtos
167,Preço
167,Região de origem
167,Variedade
167,Vinícola / Produtor
167,"Recomendação (amigos, especialistas, avaliações)"
167,Promoções ou descontos
167,Curiosidade ou interesse por novos produtos
168,Preço
168,Variedade
168,Vinícola / Produtor
168,"Recomendação (amigos, especialistas, avaliações)"
168,Promoções ou descontos
168,Curiosidade ou interesse por novos produtos
169,Preço
169,Variedade
169,Vinícola / Produtor
169,"Recomendação (amigos, especialistas, avaliações)"
170,Preço
170,"Recomendação (amigos, especialistas, avaliações)"
170,Promoções ou descontos
170,Design e informação do rótulo
170,Curiosidade ou interesse por novos produtos
171,Preço
171,Região de origem
171,Variedade
171,Vinícola / Produtor
171,Promoções ou descontos
171,Práticas sustentáveis e/ou impacto ambiental
171,Curiosidade ou interesse por novos produtos
172,Preço
172,Variedade
172,"Recomendação (amigos, especialistas, avaliações)"
172,Curiosidade ou interesse por novos produtos
173,Preço
173,Região de origem
173,Variedade
173,Promoções ou descontos
174,Preço
174,Região de origem
174,Variedade
174,Vinícola / Produtor
174,"Recomendação (amigos, especialistas, avaliações)"
174,"Descrição sensorial (aroma, sabor estilo)"
174,Promoções ou descontos
174,Design e informação do rótulo
174,Práticas sustentáveis e/ou impacto ambiental
174,Curiosidade ou interesse por novos produtos
175,Preço
175,Região de origem
175,Variedade
175,"Recomendação (amigos, especialistas, avaliações)"
175,"Descrição sensorial (aroma, sabor estilo)"
176,Preço
176,Variedade
176,"Recomendação (amigos, especialistas, avaliações)"
176,Promoções ou descontos
176,Curiosidade ou interesse por novos produtos
177,Preço
177,Região de origem
177,Variedade
177,Promoções ou descontos
177,Design e informação do rótulo
177,Curiosidade ou interesse por novos produtos
178,Preço
178,Região de origem
178,Variedade
178,Vinícola / Produtor
178,"Recomendação (amigos, especialistas, avaliações)"
178,"Descrição sensorial (aroma, sabor estilo)"
178,Curiosidade ou interesse por novos produtos
179,Região de origem
179,Vinícola / Produtor
179,Curiosidade ou interesse por novos produtos
180,Região de origem
180,Variedade
180,"Recomendação (amigos, especialistas, avaliações)"
180,Promoções ou descontos
181,Região de origem
181,Variedade
182,Preço
182,Região de origem
182,Variedade
182,Vinícola / Produtor
182,"Recomendação (amigos, especialistas, avaliações)"
183,Preço
183,Região de origem
183,Variedade
183,Vinícola / Produtor
183,Curiosidade ou interesse por novos produtos
184,Preço
184,Região de origem
184,Variedade
184,Vinícola / Produtor
184,Promoções ou descontos
185,Preço
185,Região de origem
185,Variedade
185,Vinícola / Produtor
185,"Recomendação (amigos, especialistas, avaliações)"
186,Preço
186,Região de origem
186,Variedade
186,Vinícola / Produtor
186,"Recomendação (amigos, especialistas, avaliações)"
186,"Descrição sensorial (aroma, sabor estilo)"
186,Promoções ou descontos
187,Preço
187,Região de origem
187,"Recomendação (amigos, especialistas, avaliações)"
187,"Descrição sensorial (aroma, sabor estilo)"
187,Promoções ou descontos
187,Design e informação do rótulo
188,Vinícola / Produtor
189,Preço
189,Região de origem
189,Variedade
189,Vinícola / Produtor
190,Preço
190,Região de origem
190,Variedade
191,Preço
191,Variedade
191,Vinícola / Produtor
191,"Recomendação (amigos, especialistas, avaliações)"
191,Curiosidade ou interesse por novos produtos
192,"Recomendação (amigos, especialistas, avaliações)"
193,Região de origem
193,Variedade
193,"Recomendação (amigos, especialistas, avaliações)"
193,Promoções ou descontos
193,Curiosidade ou interesse por novos produtos
194,Preço
194,Região de origem
194,Variedade
194,Vinícola / Produtor
194,"Descrição sensorial (aroma, sabor estilo)"
194,Promoções ou descontos
194,Práticas sustentáveis e/ou impacto ambiental
194,Curiosidade ou interesse por novos produtos
195,Preço
195,Região de origem
195,Variedade
195,Vinícola / Produtor
195,"Recomendação (amigos, especialistas, avaliações)"
195,Promoções ou descontos
195,Design e informação do rótulo
196,Preço
196,Região de origem
196,"Recomendação (amigos, especialistas, avaliações)"
196,Promoções ou descontos
196,Curiosidade ou interesse por novos produtos
197,Preço
197,Região de origem
197,Variedade
197,Curiosidade ou interesse por novos produtos
198,Preço
198,Região de origem
198,Variedade
198,"Recomendação (amigos, especialistas, avaliações)"
199,Preço
199,Região de origem
199,Variedade
199,Vinícola / Produtor
199,Práticas sustentáveis e/ou impacto ambiental
199,Curiosidade ou interesse por novos produtos
200,Preço
200,Região de origem
200,Variedade
200,Vinícola / Produtor
200,"Descrição sensorial (aroma, sabor estilo)"
200,Promoções ou descontos
200,Curiosidade ou interesse por novos produtos
201,Preço
201,"Recomendação (amigos, especialistas, avaliações)"
201,"Descrição sensorial (aroma, sabor estilo)"
201,Curiosidade ou interesse por novos produtos
202,Preço
202,Região de origem
202,"Recomendação (amigos, especialistas, avaliações)"
202,Promoções ou descontos
202,Design e informação do rótulo
202,Práticas sustentáveis e/ou impacto ambiental
202,Curiosidade ou interesse por novos produtos
203,Preço
203,Variedade
203,"Descrição sensorial (aroma, sabor estilo)"
203,Promoções ou descontos
203,Design e informação do rótulo
204,"Recomendação (amigos, especialistas, avaliações)"
205,Preço
205,Variedade
205,"Recomendação (amigos, especialistas, avaliações)"
205,"Descrição sensorial (aroma, sabor estilo)"
205,Promoções ou descontos
205,Design e informação do rótulo
206,Preço
206,Variedade
206,Vinícola / Produtor
206,"Recomendação (amigos, especialistas, avaliações)"
206,"Descrição sensorial (aroma, sabor estilo)"
206,Curiosidade ou interesse por novos produtos
207,Região de origem
207,"Recomendação (amigos, especialistas, avaliações)"
207,Promoções ou descontos
207,Curiosidade ou interesse por novos produtos
208,Preço
208,Região de origem
208,Promoções ou descontos
208,Design e informação do rótulo
209,Preço
209,Região de origem
209,Variedade
209,Vinícola / Produtor
209,"Descrição sensorial (aroma, sabor estilo)"
209,Práticas sustentáveis e/ou impacto ambiental
209,Curiosidade ou interesse por novos produtos
210,Região de origem
210,Variedade
210,Vinícola / Produtor
211,Preço
211,Região de origem
211,Variedade
211,Vinícola / Produtor
212,Preço
212,Variedade
212,Vinícola / Produtor
212,"Recomendação (amigos, especialistas, avaliações)"
212,"Descrição sensorial (aroma, sabor estilo)"
212,Promoções ou descontos
213,Preço
213,Região de origem
213,Variedade
213,Vinícola / Produtor
213,Design e informação do rótulo
214,Preço
214,Variedade
214,Vinícola / Produtor
214,"Recomendação (amigos, especialistas, avaliações)"
214,Promoções ou descontos
214,Curiosidade ou interesse por novos produtos
215,Variedade
215,Vinícola / Produtor
215,Design e informação do rótulo
215,Curiosidade ou interesse por novos produtos
216,Região de origem
216,Variedade
216,"Recomendação (amigos, especialistas, avaliações)"
217,Preço
217,Variedade
217,Curiosidade ou interesse por novos produtos
218,Variedade
218,Vinícola / Produtor
218,"Recomendação (amigos, especialistas, avaliações)"
218,Curiosidade ou interesse por novos produtos
219,Preço
219,Região de origem
219,Variedade
219,Vinícola / Produtor
219,"Recomendação (amigos, especialistas, avaliações)"
219,Promoções ou descontos
219,Design e informação do rótulo
219,Curiosidade ou interesse por novos produtos
220,Preço
220,Variedade
220,Design e informação do rótulo
221,Preço
221,Variedade
221,Vinícola / Produtor
221,Promoções ou descontos
221,Curiosidade ou interesse por novos produtos
222,Design e informação do rótulo
223,Preço
223,Variedade
223,Vinícola / Produtor
223,"Descrição sensorial (aroma, sabor estilo)"
223,Promoções ou descontos
223,Design e informação do rótulo
223,Práticas sustentáveis e/ou impacto ambiental
224,Preço
